order_id,customer_id,order_date,status
236,227,06-09-2024,Completed
237,112,26-09-2024,Completed
238,99,30-11-2024,Completed
239,153,26-04-2024,Completed
240,194,07-01-2024,Completed
241,163,16-05-2024,Completed
242,208,24-06-2024,Completed
243,169,23-11-2024,Completed
244,161,10-11-2024,Completed
245,68,02-08-2024,Completed
246,289,22-03-2024,Completed
247,277,10-08-2024,Completed
248,135,12-04-2024,Completed
249,195,29-09-2024,Completed
250,128,14-01-2024,Returned
251,33,07-06-2024,Completed
252,176,31-05-2024,Completed
253,22,17-04-2024,Completed
254,238,06-07-2024,Completed
255,158,27-10-2024,Completed
256,38,07-04-2024,Completed
257,230,10-05-2024,Completed
258,51,19-10-2024,Completed
259,264,19-06-2024,Completed
260,283,01-07-2024,Completed
261,27,29-12-2024,Completed
262,226,08-02-2024,Returned
263,277,15-01-2024,Completed
264,286,04-01-2024,Completed
265,97,14-12-2024,Returned
266,284,28-07-2024,Completed
267,147,09-06-2024,Completed
268,4,16-01-2024,Completed
269,35,17-04-2024,Cancelled
270,192,06-11-2024,Completed
271,49,14-08-2024,Completed
272,17,18-06-2024,Completed
273,172,03-02-2024,Returned
274,220,07-09-2024,Completed
275,158,03-09-2024,Completed
276,46,25-09-2024,Completed
277,6,20-05-2024,Completed
278,99,30-09-2024,Completed
279,233,05-04-2024,Returned
280,37,14-08-2024,Completed
281,280,08-02-2024,Completed
282,181,28-10-2024,Completed
283,95,29-01-2024,Cancelled
284,99,13-11-2024,Completed
285,188,01-09-2024,Completed
286,116,23-08-2024,Cancelled
287,191,03-07-2024,Cancelled
288,253,28-09-2024,Cancelled
289,161,23-08-2024,Returned
290,256,26-08-2024,Completed
291,128,22-09-2024,Completed
292,18,24-12-2024,Completed
293,281,05-12-2024,Cancelled
294,223,05-03-2024,Completed
295,54,25-06-2024,Completed
296,58,03-01-2024,Completed
297,174,21-05-2024,Completed
298,280,06-06-2024,Completed
299,114,19-11-2024,Returned
300,288,25-05-2024,Returned
301,151,19-10-2024,Completed
302,127,01-06-2024,Completed
303,155,11-07-2024,Completed
304,273,13-03-2024,Completed
305,104,31-10-2024,Cancelled
306,299,09-12-2024,Completed
307,246,19-05-2024,Completed
308,176,05-07-2024,Cancelled
309,39,19-10-2024,Completed
310,170,01-03-2024,Completed
311,247,16-07-2024,Completed
312,26,21-10-2024,Completed
313,13,14-11-2024,Completed
314,36,28-10-2024,Completed
315,173,09-12-2024,Completed
316,20,11-01-2024,Cancelled
317,264,02-03-2024,Completed
318,142,28-11-2024,Completed
319,143,13-08-2024,Completed
320,92,01-06-2024,Completed
321,288,17-07-2024,Completed
322,215,21-02-2024,Completed
323,51,16-09-2024,Completed
324,153,28-02-2024,Returned
325,186,12-03-2024,Completed
326,63,27-05-2024,Completed
327,190,14-12-2024,Cancelled
328,125,03-03-2024,Completed
329,150,05-11-2024,Completed
330,58,30-08-2024,Completed
331,180,25-11-2024,Completed
332,170,16-04-2024,Completed
333,271,13-08-2024,Completed
334,54,08-11-2024,Completed
335,101,05-08-2024,Completed
336,264,28-08-2024,Completed
337,53,15-09-2024,Completed
338,60,18-09-2024,Completed
339,108,05-01-2024,Completed
340,5,17-09-2024,Completed
341,103,23-02-2024,Returned
342,196,16-02-2024,Completed
343,262,02-08-2024,Completed
344,47,25-06-2024,Completed
345,144,09-01-2024,Completed
346,269,08-04-2024,Cancelled
347,124,20-01-2024,Returned
348,106,28-08-2024,Completed
349,158,01-03-2024,Completed
350,147,26-06-2024,Completed
351,145,03-12-2024,Cancelled
352,120,02-03-2024,Completed
353,275,24-05-2024,Completed
354,92,03-08-2024,Completed
355,58,03-01-2024,Completed
356,229,08-06-2024,Completed
357,117,14-08-2024,Completed
358,279,25-09-2024,Completed
359,127,29-04-2024,Completed
360,129,29-03-2024,Completed
361,58,24-11-2024,Completed
362,122,08-03-2024,Completed
363,1,22-12-2024,Completed
364,239,07-04-2024,Completed
365,290,23-09-2024,Completed
366,96,14-04-2024,Completed
367,126,18-11-2024,Completed
368,118,02-05-2024,Completed
369,48,29-01-2024,Completed
370,89,16-05-2024,Cancelled
371,237,13-07-2024,Completed
372,272,13-08-2024,Cancelled
373,189,27-11-2024,Completed
374,192,18-06-2024,Completed
375,69,09-01-2024,Completed
376,278,09-02-2024,Completed
377,247,25-01-2024,Completed
378,76,17-09-2024,Completed
379,154,13-08-2024,Completed
380,144,03-05-2024,Completed
381,86,07-02-2024,Completed
382,185,23-11-2024,Completed
383,285,07-09-2024,Completed
384,220,24-06-2024,Completed
385,69,30-03-2024,Completed
386,47,06-02-2024,Completed
387,94,11-11-2024,Completed
388,238,24-06-2024,Completed
389,204,10-10-2024,Returned
390,218,21-03-2024,Returned
391,39,23-04-2024,Completed
392,100,09-02-2024,Completed
393,289,27-10-2024,Completed
394,254,11-08-2024,Completed
395,222,13-11-2024,Completed
396,23,14-12-2024,Completed
397,250,24-04-2024,Cancelled
398,10,04-07-2024,Completed
399,246,18-11-2024,Completed
400,100,25-02-2024,Completed
401,290,09-02-2024,Completed
402,180,19-12-2024,Completed
403,223,09-02-2024,Completed
404,250,12-12-2024,Completed
405,147,24-08-2024,Completed
406,96,15-10-2024,Cancelled
407,257,18-09-2024,Completed
408,4,03-08-2024,Completed
409,16,26-05-2024,Completed
410,280,01-12-2024,Returned
411,247,16-06-2024,Completed
412,258,01-04-2024,Completed
413,160,18-12-2024,Cancelled
414,152,28-02-2024,Cancelled
415,178,28-02-2024,Completed
416,163,30-10-2024,Cancelled
417,33,17-06-2024,Completed
418,179,25-09-2024,Completed
419,101,28-12-2024,Completed
420,268,14-02-2024,Completed
421,65,10-12-2024,Completed
422,168,29-06-2024,Completed
423,43,18-06-2024,Completed
424,44,21-12-2024,Completed
425,285,09-07-2024,Completed
426,12,03-06-2024,Completed
427,95,06-07-2024,Completed
428,253,07-01-2024,Completed
429,242,12-05-2024,Completed
430,35,22-08-2024,Completed
431,215,14-02-2024,Returned
432,90,09-11-2024,Completed
433,264,05-09-2024,Completed
434,93,31-01-2024,Completed
435,90,23-01-2024,Completed
436,115,08-06-2024,Completed
437,105,28-12-2024,Returned
438,196,06-06-2024,Completed
439,114,08-02-2024,Completed
440,75,22-03-2024,Completed
441,217,21-12-2024,Completed
442,277,14-09-2024,Completed
443,249,24-07-2024,Completed
444,164,17-03-2024,Completed
445,192,12-01-2024,Completed
446,227,21-10-2024,Completed
447,177,11-08-2024,Returned
448,99,13-01-2024,Completed
449,36,15-02-2024,Completed
450,96,03-06-2024,Completed
451,152,22-04-2024,Completed
452,151,20-08-2024,Cancelled
453,190,17-01-2024,Completed
454,224,25-12-2024,Completed
455,37,10-08-2024,Returned
456,268,19-12-2024,Completed
457,183,06-07-2024,Returned
458,13,09-12-2024,Completed
459,279,30-12-2024,Completed
460,217,11-06-2024,Completed
461,286,21-11-2024,Completed
462,273,14-03-2024,Returned
463,62,20-08-2024,Completed
464,84,11-08-2024,Completed
465,217,14-11-2024,Completed
466,187,29-02-2024,Completed
467,19,30-11-2024,Completed
468,177,09-08-2024,Returned
469,100,06-02-2024,Completed
470,233,04-10-2024,Completed
471,76,14-07-2024,Completed
472,265,17-12-2024,Completed
473,284,29-08-2024,Completed
474,206,19-11-2024,Completed
475,223,06-08-2024,Cancelled
476,52,10-07-2024,Completed
477,144,17-01-2024,Completed
478,69,12-01-2024,Completed
479,99,11-07-2024,Cancelled
480,25,22-01-2024,Completed
481,53,29-04-2024,Completed
482,151,28-07-2024,Completed
483,144,01-11-2024,Completed
484,57,26-09-2024,Completed
485,39,10-07-2024,Completed
486,109,23-06-2024,Completed
487,181,11-10-2024,Completed
488,42,22-07-2024,Returned
489,186,12-06-2024,Cancelled
490,223,07-09-2024,Completed
491,122,14-08-2024,Completed
492,133,07-01-2024,Completed
493,163,29-01-2024,Completed
494,215,02-02-2024,Completed
495,221,13-05-2024,Completed
496,235,19-03-2024,Completed
497,146,27-02-2024,Cancelled
498,239,26-01-2024,Completed
499,76,13-08-2024,Completed
500,9,11-10-2024,Completed
501,74,04-01-2024,Completed
502,253,08-04-2024,Completed
503,230,08-02-2024,Completed
504,7,27-09-2024,Completed
505,174,11-10-2024,Completed
506,141,05-06-2024,Completed
507,168,15-03-2024,Completed
508,170,14-10-2024,Cancelled
509,283,09-05-2024,Cancelled
510,122,23-06-2024,Cancelled
511,194,24-03-2024,Completed
512,5,22-01-2024,Completed
513,29,27-01-2024,Returned
514,165,13-07-2024,Completed
515,136,02-12-2024,Completed
516,145,23-08-2024,Completed
517,217,01-04-2024,Completed
518,132,21-01-2024,Returned
519,292,29-10-2024,Completed
520,70,22-12-2024,Completed
521,252,24-03-2024,Completed
522,275,18-09-2024,Completed
523,182,26-05-2024,Cancelled
524,167,13-09-2024,Completed
525,91,27-02-2024,Completed
526,202,15-01-2024,Returned
527,19,10-06-2024,Completed
528,39,11-06-2024,Completed
529,126,15-11-2024,Completed
530,173,07-10-2024,Completed
531,141,06-10-2024,Completed
532,242,12-01-2024,Completed
533,220,30-09-2024,Completed
534,126,27-09-2024,Completed
535,58,26-07-2024,Returned
536,148,27-01-2024,Completed
537,1,12-03-2024,Completed
538,190,29-02-2024,Completed
539,191,24-05-2024,Completed
540,117,02-04-2024,Completed
541,134,04-11-2024,Cancelled
542,58,08-01-2024,Returned
543,44,19-03-2024,Completed
544,173,27-01-2024,Returned
545,160,22-06-2024,Completed
546,173,19-02-2024,Completed
547,149,17-07-2024,Completed
548,80,14-12-2024,Cancelled
549,213,29-06-2024,Completed
550,203,24-01-2024,Completed
551,252,11-11-2024,Completed
552,229,15-02-2024,Completed
553,164,15-01-2024,Completed
554,227,01-06-2024,Cancelled
555,147,09-08-2024,Cancelled
556,20,24-07-2024,Completed
557,47,29-09-2024,Returned
558,233,23-08-2024,Completed
559,14,05-12-2024,Returned
560,143,15-08-2024,Completed
561,1,09-01-2024,Completed
562,54,14-06-2024,Completed
563,259,14-11-2024,Cancelled
564,144,01-08-2024,Completed
565,12,26-04-2024,Completed
566,224,09-12-2024,Completed
567,272,12-03-2024,Completed
568,156,04-03-2024,Completed
569,8,23-07-2024,Completed
570,122,27-07-2024,Cancelled
571,164,12-03-2024,Completed
572,90,03-10-2024,Completed
573,136,30-09-2024,Completed
574,186,15-11-2024,Cancelled
575,178,03-12-2024,Cancelled
576,28,04-04-2024,Completed
577,220,14-06-2024,Completed
578,41,01-02-2024,Completed
579,228,11-01-2024,Completed
580,192,27-10-2024,Cancelled
581,145,04-08-2024,Completed
582,201,15-10-2024,Completed
583,212,11-04-2024,Completed
584,220,23-09-2024,Cancelled
585,240,01-08-2024,Completed
586,46,27-06-2024,Completed
587,35,28-03-2024,Completed
588,253,10-02-2024,Cancelled
589,82,16-03-2024,Completed
590,256,15-02-2024,Completed
591,197,08-06-2024,Completed
592,10,20-03-2024,Completed
593,286,05-11-2024,Completed
594,242,26-03-2024,Completed
595,251,01-04-2024,Completed
596,5,27-05-2024,Completed
597,119,09-06-2024,Completed
598,289,20-07-2024,Cancelled
599,65,29-08-2024,Completed
600,146,18-12-2024,Returned
601,224,02-01-2024,Completed
602,239,12-08-2024,Completed
603,177,15-10-2024,Completed
604,267,20-08-2024,Completed
605,282,17-03-2024,Completed
606,63,25-04-2024,Completed
607,217,02-06-2024,Completed
608,283,12-04-2024,Cancelled
609,177,12-07-2024,Completed
610,98,14-06-2024,Cancelled
611,105,24-12-2024,Completed
612,99,30-03-2024,Completed
613,6,22-06-2024,Completed
614,197,01-05-2024,Completed
615,133,22-05-2024,Completed
616,259,15-04-2024,Completed
617,23,31-10-2024,Completed
618,53,25-12-2024,Completed
619,165,12-11-2024,Completed
620,202,02-05-2024,Returned
621,83,09-01-2024,Cancelled
622,145,18-09-2024,Completed
623,85,13-03-2024,Completed
624,78,24-12-2024,Completed
625,1,10-08-2024,Completed
626,51,10-02-2024,Returned
627,173,22-07-2024,Completed
628,205,20-09-2024,Completed
629,260,23-11-2024,Completed
630,288,26-06-2024,Completed
631,34,13-12-2024,Completed
632,95,13-11-2024,Cancelled
633,72,24-03-2024,Completed
634,39,13-11-2024,Completed
635,154,20-04-2024,Returned
636,250,07-09-2024,Completed
637,162,07-01-2024,Completed
638,118,24-03-2024,Completed
639,259,26-07-2024,Completed
640,268,09-11-2024,Returned
641,54,22-01-2024,Completed
642,236,03-01-2024,Cancelled
643,222,06-05-2024,Completed
644,251,23-10-2024,Returned
645,112,06-07-2024,Completed
646,255,27-12-2024,Cancelled
647,207,14-01-2024,Completed
648,229,12-01-2024,Returned
649,66,27-03-2024,Completed
650,75,12-01-2024,Completed
651,103,25-01-2024,Cancelled
652,192,27-10-2024,Completed
653,252,30-08-2024,Cancelled
654,226,01-05-2024,Completed
655,294,26-05-2024,Completed
656,98,24-02-2024,Completed
657,286,25-08-2024,Completed
658,249,21-12-2024,Completed
659,166,21-06-2024,Completed
660,30,08-08-2024,Completed
661,247,28-04-2024,Completed
662,106,04-11-2024,Completed
663,51,01-07-2024,Completed
664,81,14-10-2024,Completed
665,133,02-11-2024,Completed
666,285,26-10-2024,Completed
667,138,22-03-2024,Returned
668,184,29-07-2024,Cancelled
669,273,29-05-2024,Completed
670,69,06-02-2024,Completed
671,34,17-12-2024,Cancelled
672,262,07-11-2024,Completed
673,53,26-12-2024,Completed
674,205,28-02-2024,Completed
675,126,10-05-2024,Completed
676,235,20-07-2024,Completed
677,43,30-08-2024,Completed
678,240,04-02-2024,Returned
679,111,02-04-2024,Cancelled
680,249,25-07-2024,Completed
681,151,18-12-2024,Completed
682,183,27-11-2024,Cancelled
683,95,31-10-2024,Completed
684,8,15-12-2024,Completed
685,184,31-07-2024,Completed
686,281,07-06-2024,Returned
687,195,24-01-2024,Completed
688,195,19-10-2024,Cancelled
689,155,04-01-2024,Cancelled
690,93,07-08-2024,Completed
691,160,29-12-2024,Completed
692,61,20-01-2024,Completed
693,122,31-05-2024,Completed
694,51,19-02-2024,Completed
695,277,25-06-2024,Completed
696,5,05-04-2024,Completed
697,92,14-04-2024,Cancelled
698,170,06-09-2024,Completed
699,22,26-04-2024,Completed
700,1,19-12-2024,Completed
701,133,15-08-2024,Completed
702,233,06-03-2024,Completed
703,12,30-11-2024,Completed
704,46,18-09-2024,Completed
705,34,21-10-2024,Completed
706,78,30-08-2024,Completed
707,218,04-07-2024,Completed
708,73,02-09-2024,Completed
709,282,04-05-2024,Returned
710,249,24-09-2024,Completed
711,47,10-05-2024,Completed
712,121,24-08-2024,Completed
713,214,18-01-2024,Completed
714,239,09-02-2024,Completed
715,56,21-01-2024,Completed
716,107,12-08-2024,Completed
717,48,20-12-2024,Completed
718,61,08-10-2024,Completed
719,26,08-01-2024,Completed
720,292,09-04-2024,Completed
721,257,27-08-2024,Returned
722,8,27-03-2024,Completed
723,113,24-10-2024,Completed
724,253,14-01-2024,Completed
725,180,29-11-2024,Completed
726,207,02-01-2024,Completed
727,127,19-10-2024,Completed
728,56,20-11-2024,Completed
729,214,10-02-2024,Completed
730,14,13-11-2024,Completed
731,28,11-11-2024,Completed
732,78,20-04-2024,Completed
733,216,14-01-2024,Completed
734,154,18-08-2024,Completed
735,14,24-03-2024,Cancelled
736,187,09-05-2024,Completed
737,7,18-08-2024,Completed
738,3,21-11-2024,Completed
739,111,24-05-2024,Returned
740,238,10-12-2024,Completed
741,239,28-01-2024,Completed
742,274,06-03-2024,Completed
743,294,11-06-2024,Completed
744,227,16-08-2024,Completed
745,15,17-09-2024,Completed
746,192,12-06-2024,Cancelled
747,119,27-10-2024,Completed
748,28,29-10-2024,Completed
749,202,13-10-2024,Returned
750,39,10-01-2024,Completed
751,273,13-07-2024,Completed
752,231,27-04-2024,Completed
753,86,26-09-2024,Completed
754,126,20-03-2024,Completed
755,300,02-04-2024,Returned
756,25,22-09-2024,Completed
757,145,27-11-2024,Completed
758,13,15-12-2024,Completed
759,212,26-12-2024,Cancelled
760,25,13-09-2024,Returned
761,68,12-05-2024,Cancelled
762,67,02-10-2024,Completed
763,233,20-09-2024,Completed
764,109,19-06-2024,Completed
765,146,01-01-2024,Completed
766,111,08-11-2024,Completed
767,228,04-03-2024,Completed
768,111,10-10-2024,Completed
769,34,30-04-2024,Completed
770,111,16-04-2024,Completed
771,264,23-06-2024,Completed
772,236,22-07-2024,Completed
773,83,13-06-2024,Completed
774,42,31-10-2024,Completed
775,101,29-04-2024,Completed
776,6,13-02-2024,Completed
777,180,07-11-2024,Completed
778,282,04-06-2024,Completed
779,226,25-07-2024,Returned
780,229,17-04-2024,Completed
781,289,07-09-2024,Completed
782,150,29-11-2024,Completed
783,277,09-05-2024,Completed
784,198,19-10-2024,Completed
785,70,20-01-2024,Completed
786,112,08-10-2024,Returned
787,4,11-10-2024,Completed
788,95,01-01-2024,Cancelled
789,152,28-04-2024,Completed
790,137,04-02-2024,Completed
791,247,16-07-2024,Returned
792,243,01-09-2024,Completed
793,31,28-02-2024,Completed
794,40,20-11-2024,Completed
795,229,09-06-2024,Completed
796,36,27-06-2024,Completed
797,223,24-07-2024,Completed
798,6,12-01-2024,Completed
799,220,02-10-2024,Completed
800,75,29-06-2024,Completed
801,4,29-08-2024,Completed
802,134,03-08-2024,Completed
803,118,07-09-2024,Completed
804,94,25-10-2024,Completed
805,62,05-05-2024,Completed
806,194,04-08-2024,Cancelled
807,203,01-11-2024,Completed
808,26,11-10-2024,Completed
809,173,03-07-2024,Completed
810,300,08-02-2024,Completed
811,133,10-08-2024,Completed
812,118,02-07-2024,Completed
813,275,26-06-2024,Completed
814,212,20-10-2024,Completed
815,225,05-12-2024,Cancelled
816,20,30-05-2024,Cancelled
817,113,05-05-2024,Returned
818,140,27-10-2024,Completed
819,47,03-11-2024,Completed
820,1,01-12-2024,Completed
821,90,21-08-2024,Completed
822,142,08-01-2024,Completed
823,38,06-12-2024,Completed
824,293,08-05-2024,Completed
825,139,20-09-2024,Completed
826,259,05-06-2024,Completed
827,161,17-12-2024,Completed
828,178,23-12-2024,Completed
829,10,05-01-2024,Cancelled
830,261,26-03-2024,Completed
831,138,23-06-2024,Completed
832,172,16-10-2024,Completed
833,13,11-07-2024,Completed
834,168,06-11-2024,Completed
835,130,28-04-2024,Completed
836,84,05-08-2024,Completed
837,101,23-04-2024,Completed
838,273,24-05-2024,Completed
839,265,26-01-2024,Completed
840,38,15-05-2024,Completed
841,94,29-10-2024,Completed
842,95,19-08-2024,Completed
843,69,16-03-2024,Returned
844,236,23-11-2024,Completed
845,137,10-12-2024,Completed
846,76,28-10-2024,Completed
847,35,15-10-2024,Completed
848,1,01-01-2024,Completed
849,296,26-05-2024,Completed
850,60,13-10-2024,Returned
851,267,21-05-2024,Completed
852,229,22-02-2024,Completed
853,270,30-10-2024,Completed
854,286,09-03-2024,Completed
855,291,26-12-2024,Completed
856,213,30-03-2024,Completed
857,165,07-08-2024,Completed
858,5,10-07-2024,Completed
859,78,03-03-2024,Completed
860,62,13-03-2024,Returned
861,132,09-06-2024,Completed
862,89,17-06-2024,Returned
863,237,29-03-2024,Completed
864,42,24-06-2024,Cancelled
865,89,25-09-2024,Completed
866,296,13-03-2024,Cancelled
867,295,01-09-2024,Returned
868,104,17-03-2024,Completed
869,14,07-06-2024,Returned
870,288,19-11-2024,Completed
871,179,07-04-2024,Completed
872,125,11-04-2024,Completed
873,23,11-05-2024,Completed
874,63,11-04-2024,Completed
875,143,19-01-2024,Completed
876,153,22-03-2024,Completed
877,145,05-10-2024,Completed
878,225,04-12-2024,Cancelled
879,104,30-12-2024,Completed
880,104,26-11-2024,Completed
881,39,08-05-2024,Completed
882,198,09-12-2024,Completed
883,134,05-11-2024,Completed
884,67,29-03-2024,Completed
885,179,31-07-2024,Completed
886,42,22-05-2024,Returned
887,15,05-03-2024,Completed
888,111,16-03-2024,Completed
889,157,17-07-2024,Completed
890,289,22-05-2024,Completed
891,231,11-11-2024,Completed
892,157,02-04-2024,Completed
893,38,31-10-2024,Completed
894,97,11-08-2024,Completed
895,289,17-10-2024,Returned
896,254,11-04-2024,Cancelled
897,196,23-09-2024,Completed
898,86,20-12-2024,Completed
899,10,19-04-2024,Completed
900,5,25-11-2024,Completed
901,123,21-09-2024,Completed
902,118,03-01-2024,Completed
903,294,25-03-2024,Completed
904,159,08-10-2024,Completed
905,228,23-11-2024,Completed
906,216,30-10-2024,Returned
907,184,26-04-2024,Returned
908,15,08-08-2024,Completed
909,157,02-06-2024,Completed
910,136,01-06-2024,Cancelled
911,261,12-01-2024,Completed
912,157,12-05-2024,Completed
913,47,30-10-2024,Completed
914,173,19-10-2024,Completed
915,130,26-10-2024,Completed
916,95,15-08-2024,Cancelled
917,115,27-09-2024,Returned
918,243,12-02-2024,Completed
919,292,08-12-2024,Completed
